idx,question,answer,type,level,gold_idx,gold_titles,answer_aliases
5abbfbcf55429965836003cf,James Leal Greenleaf worked on a monument located where? ,National Mall,bridge,hard,"hotpotqa_5abbfbcf55429965836003cf_5,hotpotqa_5abbfbcf55429965836003cf_2","[""James Leal Greenleaf"", ""Lincoln Memorial""]",[]
5a736f7c5542991f29ee2e18,"Which legal, autonomous North American tribal government signed its constitution in Oklahoma on September 6, 1839?",The Cherokee Nation,bridge,hard,"hotpotqa_5a736f7c5542991f29ee2e18_2,hotpotqa_5a736f7c5542991f29ee2e18_8","[""Cherokee National Holiday"", ""Cherokee Nation (1794\u20131907)""]",[]
5a727ca45542994cef4bc2d8,What is Old Orchard Shopping Center currently called?,Westfield Old Orchard,bridge,hard,"hotpotqa_5a727ca45542994cef4bc2d8_9,hotpotqa_5a727ca45542994cef4bc2d8_2","[""River Oaks Center"", ""Westfield Old Orchard""]",[]
5a7587705542992db9473674,Which tropical storm has been present in the Central Pacific Ocean but not in the western north Pacific Ocean?,Ana,bridge,hard,"hotpotqa_5a7587705542992db9473674_7,hotpotqa_5a7587705542992db9473674_0","[""Tropical Storm Ann"", ""Tropical Storm Ana""]",[]
5ab915ad55429919ba4e239c,"Who did Muhummad Ali fight next, in Houston, after the so-called Fight of the Century with Joe Frazier?",Jimmy Ellis,bridge,hard,"hotpotqa_5ab915ad55429919ba4e239c_0,hotpotqa_5ab915ad55429919ba4e239c_2","[""Muhammad Ali vs. Jimmy Ellis"", ""Fight of the Century""]",[]
5a9080275542995651fb5175,"What year was the Leeds football club, which Arthur Hydes played, formed? ",1919,bridge,hard,"hotpotqa_5a9080275542995651fb5175_5,hotpotqa_5a9080275542995651fb5175_2","[""Arthur Hydes"", ""Leeds United F.C.""]",[]
5a778b345542992a6e59decf,"Who was born first, Susan Oliver or W. S. Van Dyke?",Woodbridge Strong Van Dyke II,comparison,hard,"hotpotqa_5a778b345542992a6e59decf_0,hotpotqa_5a778b345542992a6e59decf_3","[""Susan Oliver"", ""W. S. Van Dyke""]",[]
5ac3b9c5554299657fa2911b,Name a member of a British-American supergroup who recored a version of Nobody's child in 1990,Bob Dylan,bridge,hard,"hotpotqa_5ac3b9c5554299657fa2911b_3,hotpotqa_5ac3b9c5554299657fa2911b_4","[""Nobody's Child (song)"", ""Traveling Wilburys""]",[]
5ab2d3c5554299295394687a,"Isaac Live Schreiber, better known as Live Schrieber, acted in Salt, a 2010 American action thriller film directed by whom?",Phillip Noyce,bridge,hard,"hotpotqa_5ab2d3c5554299295394687a_2,hotpotqa_5ab2d3c5554299295394687a_9","[""Liev Schreiber"", ""Salt (2010 film)""]",[]
5a81a2705542990a1d231e30,"Which is farther north, Wynantskill, New York or Hannaford Brothers Company?",Hannaford,bridge,hard,"hotpotqa_5a81a2705542990a1d231e30_1,hotpotqa_5a81a2705542990a1d231e30_2","[""Wynantskill, New York"", ""Hannaford Brothers Company""]",[]
5a7dbc175542995ed0d1666b,What russian Marxist revolutionary born in 1875 was part of the Vpered organization?,Anatoly Vasilyevich Lunacharsky,bridge,hard,"hotpotqa_5a7dbc175542995ed0d1666b_7,hotpotqa_5a7dbc175542995ed0d1666b_3","[""Vpered"", ""Anatoly Lunacharsky""]",[]
5a84a5dc5542992a431d1a82,What National Hockey League (NHL) season saw the Dallas Stars finish the season in a lower position than the Nashville Predators?,2016–17 NHL season,bridge,hard,"hotpotqa_5a84a5dc5542992a431d1a82_7,hotpotqa_5a84a5dc5542992a431d1a82_1","[""2016\u201317 Dallas Stars season"", ""2016\u201317 NHL season""]",[]
5ab3357d554299166977419d,In which city is the parent company of Sterlite Industries headquartered?,London,bridge,hard,"hotpotqa_5ab3357d554299166977419d_5,hotpotqa_5ab3357d554299166977419d_0","[""Sterlite Industries"", ""Vedanta Resources""]",[]
5abd4c6d5542993062266c47,What is the home stadium where Dai Xianrong predominantly played?,Tianhe Stadium,bridge,hard,"hotpotqa_5abd4c6d5542993062266c47_3,hotpotqa_5abd4c6d5542993062266c47_2","[""Dai Xianrong"", ""Guangzhou Evergrande Taobao F.C.""]",[]
5ae1af14554299234fd042c4,Are both William Beaudine and Richard Benjamin American actors?,yes,comparison,hard,"hotpotqa_5ae1af14554299234fd042c4_0,hotpotqa_5ae1af14554299234fd042c4_4","[""William Beaudine"", ""Richard Benjamin""]",[]
5a88f7855542993b751ca8da,In what year did a movie that starred both Nicholas Cage and Cher come out? ,1987,bridge,hard,"hotpotqa_5a88f7855542993b751ca8da_3,hotpotqa_5a88f7855542993b751ca8da_9","[""Nicolas Cage"", ""Moonstruck""]",[]
5adf0e7c5542992d7e9f9297,"What former LA King and current free agent went to school at Lorne Atkins Junior High in St Albert, Alberta?",Jarome Iginla,bridge,hard,"hotpotqa_5adf0e7c5542992d7e9f9297_3,hotpotqa_5adf0e7c5542992d7e9f9297_1","[""Lorne Akins Junior High"", ""Jarome Iginla""]",[]
5a77d2d25542992a6e59dfe2,"What song was on an American radio network that is owned by Disney Channels Worldwide, Inc. is a song by Senegalese-American R&B and rapper Akon? ","""Lonely""",bridge,hard,"hotpotqa_5a77d2d25542992a6e59dfe2_3,hotpotqa_5a77d2d25542992a6e59dfe2_1","[""Lonely (Akon song)"", ""Radio Disney""]",[]
5a7c90125542990527d554d1,"In which year was the author born that wrote about  the former succubus Jezebel, now the mortal Jesse Harris, as she tries to avoid her Hellish past and learn how to be truly human?",1970,bridge,hard,"hotpotqa_5a7c90125542990527d554d1_1,hotpotqa_5a7c90125542990527d554d1_5","[""Hell on Earth (book series)"", ""Jackie Kessler""]",[]
5adefcf15542995ec70e8f4c,What position does the First Vice Captain of Juventus play?,centre-back,bridge,hard,"hotpotqa_5adefcf15542995ec70e8f4c_4,hotpotqa_5adefcf15542995ec70e8f4c_8","[""Claudio Marchisio"", ""Giorgio Chiellini""]",[]
5a73f4f75542993a88ae2ebc,Which Missing You actor was born August 17 1993?,Yoo Seung-ho,bridge,hard,"hotpotqa_5a73f4f75542993a88ae2ebc_7,hotpotqa_5a73f4f75542993a88ae2ebc_5","[""Missing You (2013 TV series)"", ""Yoo Seung-ho""]",[]
5ae1e8ab5542997283cd22ca,Anna Camp had a recurring role in the Fox series created by whom?,Mindy Kaling,bridge,hard,"hotpotqa_5ae1e8ab5542997283cd22ca_9,hotpotqa_5ae1e8ab5542997283cd22ca_3","[""Anna Camp"", ""The Mindy Project""]",[]
5ae1408a55429901ffe4ae2a,Did Holland's Magazine and Moondance both begin in 1996?,no,comparison,hard,"hotpotqa_5ae1408a55429901ffe4ae2a_2,hotpotqa_5ae1408a55429901ffe4ae2a_1","[""Holland's Magazine"", ""Moondance (magazine)""]",[]
5a7b23d355429931da12c9f1,Who has been making music long Eric Gaffney or Pearl Jam?,Eric Gaffney,comparison,hard,"hotpotqa_5a7b23d355429931da12c9f1_7,hotpotqa_5a7b23d355429931da12c9f1_9","[""Eric Gaffney"", ""Pearl Jam""]",[]
5a81adfc55429903bc27b9a4,"Who had a longer film career, Harry Sweet or John Biddle?",John Scott Biddle,comparison,hard,"hotpotqa_5a81adfc55429903bc27b9a4_0,hotpotqa_5a81adfc55429903bc27b9a4_6","[""Harry Sweet"", ""John Biddle (yachting cinematographer)""]",[]
5a7716ee55429937353601cc,What US Airways pilot famously made an emergency landing on the Hudson River and went on to become an Aviation and Safety Expert for CBS News?,"Chesley Burnett ""Sully"" Sullenberger III",bridge,hard,"hotpotqa_5a7716ee55429937353601cc_8,hotpotqa_5a7716ee55429937353601cc_4","[""Sully (film)"", ""Chesley Sullenberger""]",[]
5a8fa20555429918e830d298,"In 1967, there were how many active members in the organization whose first Grand Wizard was convicted for the 1966 murder of Vernon Dahmer? ",around four hundred,bridge,hard,"hotpotqa_5a8fa20555429918e830d298_6,hotpotqa_5a8fa20555429918e830d298_8","[""White Knights of the Ku Klux Klan"", ""Samuel Bowers""]",[]
5ae095f055429924de1b7103,"Who has more scope of profession, B. Reeves Eason or Albert S. Rogell?",B. Reeves Eason,comparison,hard,"hotpotqa_5ae095f055429924de1b7103_0,hotpotqa_5ae095f055429924de1b7103_6","[""B. Reeves Eason"", ""Albert S. Rogell""]",[]
5ab72a035542993667793f5c,What military organization does SS China Maru and Douglas SBD Dauntless have in common?,United States Navy,bridge,hard,"hotpotqa_5ab72a035542993667793f5c_6,hotpotqa_5ab72a035542993667793f5c_7","[""SS China Maru (1920)"", ""Douglas SBD Dauntless""]",[]
5a8a09ff5542992d82986e6b,When did the husband of William Roper bornj who was also the father of  Margaret Roper?,7 February 14786,bridge,hard,"hotpotqa_5a8a09ff5542992d82986e6b_7,hotpotqa_5a8a09ff5542992d82986e6b_0","[""Portrait Miniature of Margaret Roper"", ""Thomas More""]",[]
5ab822ef55429916710eafff,Stephen Sondheim and Thomas Z. Shepard both worked in the production of what genre of music?,musicals,bridge,hard,"hotpotqa_5ab822ef55429916710eafff_6,hotpotqa_5ab822ef55429916710eafff_8","[""Thomas Z. Shepard"", ""Stephen Sondheim""]",[]
5abd724b55429924427fcfd9,"Is Ashland, New Hampshire or Plymouth Regional High School located near the Scribner-Fellows State Forest?",Ashland is home to Scribner-Fellows State Forest,bridge,hard,"hotpotqa_5abd724b55429924427fcfd9_4,hotpotqa_5abd724b55429924427fcfd9_3","[""Plymouth Regional High School (New Hampshire)"", ""Ashland, New Hampshire""]",[]
5a8b7d7d5542997f31a41d4b,What Tony Award winner directed and co-produced Six by Sondheim?,James Elliot Lapine,bridge,hard,"hotpotqa_5a8b7d7d5542997f31a41d4b_6,hotpotqa_5a8b7d7d5542997f31a41d4b_7","[""Six by Sondheim"", ""James Lapine""]",[]
5ae4be5c5542995ad6573e3a,Who recorded the song written by Johnny Russell,Buck Owens,bridge,hard,"hotpotqa_5ae4be5c5542995ad6573e3a_6,hotpotqa_5ae4be5c5542995ad6573e3a_9","[""Johnny Russell (singer)"", ""Act Naturally""]",[]
5add3acb5542990dbb2f7ddc,"Whose real-life story was the inspiration of the film which included the song ""We All Die Young""?","Tim ""Ripper"" Owens",bridge,hard,"hotpotqa_5add3acb5542990dbb2f7ddc_0,hotpotqa_5add3acb5542990dbb2f7ddc_2","[""We All Die Young"", ""Rock Star (2001 film)""]",[]
5abb23655542992ccd8e7f25,What was the formative year for the company eventually replaced by Suez Canal Authority?,1858,bridge,hard,"hotpotqa_5abb23655542992ccd8e7f25_1,hotpotqa_5abb23655542992ccd8e7f25_5","[""Suez Canal Authority"", ""Suez Canal Company""]",[]
5ae4a0ca5542995ad6573dcb,Bill Nelson flew as a Payload Specialist on a Space Shuttle launched for the first time in what year?,1981,bridge,hard,"hotpotqa_5ae4a0ca5542995ad6573dcb_7,hotpotqa_5ae4a0ca5542995ad6573dcb_4","[""Bill Nelson"", ""Space Shuttle Columbia""]",[]
5ae535bc55429960a22e0260,The eldest daughter of Princess Louise of Denmark and Norway was the wife of a king whose motto was what?,God and the just cause,bridge,hard,"hotpotqa_5ae535bc55429960a22e0260_5,hotpotqa_5ae535bc55429960a22e0260_6","[""Princess Louise of Denmark (1750\u20131831)"", ""Frederick VI of Denmark""]",[]
5a8d9573554299068b959d51,What Old English poem commemorates the capturing of the five main towns of Danish Mercia?,Capture of the Five Boroughs,bridge,hard,"hotpotqa_5a8d9573554299068b959d51_8,hotpotqa_5a8d9573554299068b959d51_2","[""Capture of the Five Boroughs"", ""Five Boroughs of the Danelaw""]",[]
5ade279e5542992fa25da6fa,Kent Dairy Round Barn is near the city in what Montana county?,Carbon,bridge,hard,"hotpotqa_5ade279e5542992fa25da6fa_2,hotpotqa_5ade279e5542992fa25da6fa_6","[""Kent Dairy Round Barn"", ""Red Lodge, Montana""]",[]
5a7f19eb55429934daa2fcdb,"Which band originated from the United States, Milky Chance or Stone Temple Pilots?",Stone Temple Pilots,comparison,hard,"hotpotqa_5a7f19eb55429934daa2fcdb_8,hotpotqa_5a7f19eb55429934daa2fcdb_3","[""Milky Chance"", ""Stone Temple Pilots""]",[]
5ade3af855429939a52fe867,"In the Library with the Lead Pipe, an academic journal on topics about libraries, is abstracted and indexed by this third largest private company in Birmingham, Alabama? ",EBSCO Information Services,bridge,hard,"hotpotqa_5ade3af855429939a52fe867_0,hotpotqa_5ade3af855429939a52fe867_1","[""In the Library with the Lead Pipe"", ""EBSCO Information Services""]",[]
5adfecd755429942ec259b90,What year was the magazine that Stanley Bing spent a decade at founded in?,1933,bridge,hard,"hotpotqa_5adfecd755429942ec259b90_1,hotpotqa_5adfecd755429942ec259b90_2","[""Stanley Bing"", ""Esquire (magazine)""]",[]
5a7fc5875542992e7d278d67,What Theo Avgerinos movie did the actor known for the role as Matt McNamara appear in?,Fifty Pills,bridge,hard,"hotpotqa_5a7fc5875542992e7d278d67_1,hotpotqa_5a7fc5875542992e7d278d67_2","[""Theo Avgerinos"", ""John Hensley""]",[]
5ab428915542991751b4d6b2,"Who acted in the film and television series, ""Harry and the Hendersons,"" and also worked with Danny Glover?",Kevin Peter Hall,bridge,hard,"hotpotqa_5ab428915542991751b4d6b2_6,hotpotqa_5ab428915542991751b4d6b2_2","[""Predator 2"", ""Kevin Peter Hall""]",[]
5ae71f06554299572ea54708,Christopher de Haro provided the financial backing to what Portuguese explorer who organised the Spanish expedition to the East Indies from 1519 to 1522? ,Ferdinand Magellan,bridge,hard,"hotpotqa_5ae71f06554299572ea54708_3,hotpotqa_5ae71f06554299572ea54708_7","[""Christopher de Haro"", ""Ferdinand Magellan""]",[]
5ae12aa6554299422ee99617,The ghetto that George Kadish documented held how many people at its peak?,"29,000",bridge,hard,"hotpotqa_5ae12aa6554299422ee99617_2,hotpotqa_5ae12aa6554299422ee99617_5","[""George Kadish"", ""Kovno Ghetto""]",[]
5a89a82c5542993b751ca973,Which of the following has released ten solo albums: Kristin Hersh or Mike Patton?,Kristin Hersh,comparison,hard,"hotpotqa_5a89a82c5542993b751ca973_6,hotpotqa_5a89a82c5542993b751ca973_2","[""Kristin Hersh"", ""Mike Patton""]",[]
5a829c1d55429966c78a6a67,What did  the man who  led Sweden to military supremacy during the Thirty Years' War found in 1623?,court in Åbo,bridge,hard,"hotpotqa_5a829c1d55429966c78a6a67_2,hotpotqa_5a829c1d55429966c78a6a67_9","[""Hovr\u00e4tt"", ""Gustavus Adolphus of Sweden""]",[]
5a7125165542994082a3e5d0,"Which composer was a French Romantic composer in the 1800's, Hector Berlioz or Gaetano Donizetti?",Louis-Hector Berlioz,comparison,hard,"hotpotqa_5a7125165542994082a3e5d0_3,hotpotqa_5a7125165542994082a3e5d0_0","[""Hector Berlioz"", ""Gaetano Donizetti""]",[]
5a79ecd05542996c55b2dca1,Bobby Bowden coached which former Toronto Blue Jays minor league baseball player?,Chris Weinke,bridge,hard,"hotpotqa_5a79ecd05542996c55b2dca1_2,hotpotqa_5a79ecd05542996c55b2dca1_6","[""2000 Florida State Seminoles football team"", ""Chris Weinke""]",[]
5a8edb5c55429917b4a5bde9,"How many years was the politician coauthor of Common Sense, subtitled A new constitution for Britain an MP for?",47 years,bridge,hard,"hotpotqa_5a8edb5c55429917b4a5bde9_4,hotpotqa_5a8edb5c55429917b4a5bde9_7","[""Common Sense (Benn)"", ""Tony Benn""]",[]
5ac0cfb45542997d64295a58,What statistical area is the suburban city that houses the Charles Hosmer Morse Museum of American Art?,Orlando–Kissimmee–Sanford,bridge,hard,"hotpotqa_5ac0cfb45542997d64295a58_4,hotpotqa_5ac0cfb45542997d64295a58_8","[""Charles Hosmer Morse Museum of American Art"", ""Winter Park, Florida""]",[]
5abcffc2554299700f9d7951,"What is the name of the company in Independent Hill, Virginia that is also headquartered in Houston Texas?",Citgo,bridge,hard,"hotpotqa_5abcffc2554299700f9d7951_8,hotpotqa_5abcffc2554299700f9d7951_1","[""Independent Hill, Virginia"", ""Citgo""]",[]
5ae634355542995703ce8b41,When was the host of the Los Angeles talk radio program Religion on the Line born?,"August 2, 1948",bridge,hard,"hotpotqa_5ae634355542995703ce8b41_0,hotpotqa_5ae634355542995703ce8b41_4","[""Religion on the Line"", ""Dennis Prager""]",[]
5a832ad55542990548d0b1b5,What city hosts an annual convention devoted to a line of toys manufactured by a company based in Denmark?,Seattle,bridge,hard,"hotpotqa_5a832ad55542990548d0b1b5_5,hotpotqa_5a832ad55542990548d0b1b5_7","[""BrickCon"", ""Lego""]",[]
5a903b7f55429933b8a204af,"What year was the branch of military, who is credited with Operation Tidal Wave, created?",1942,bridge,hard,"hotpotqa_5a903b7f55429933b8a204af_0,hotpotqa_5a903b7f55429933b8a204af_4","[""Operation Tidal Wave"", ""United States Army Air Forces""]",[]
5a74b66a55429929fddd84cb,Was Lee Grant or Colin Campbell born first?,James Colin Campbell,comparison,hard,"hotpotqa_5a74b66a55429929fddd84cb_6,hotpotqa_5a74b66a55429929fddd84cb_8","[""Lee Grant"", ""Colin Campbell (director)""]",[]
5ac3aa3655429939154138a2,What Albanian department is reasonbile for an international integration effort first started in 2014?,Ministry of European Integration,bridge,hard,"hotpotqa_5ac3aa3655429939154138a2_2,hotpotqa_5ac3aa3655429939154138a2_9","[""Ministry of European Integration (Albania)"", ""Accession of Albania to the European Union""]",[]
5a7471f655429979e2882955,Which American main title designer designed sequences for the founder of the Sundance Film Festival?,Wayne Fitzgerald,bridge,hard,"hotpotqa_5a7471f655429979e2882955_2,hotpotqa_5a7471f655429979e2882955_6","[""Wayne Fitzgerald"", ""Robert Redford""]",[]
5ae628fd5542995703ce8b33,Cinnamon sugar is a spice used to flavor this traditional Spanish and Portugese fried pastry.,Churros,bridge,hard,"hotpotqa_5ae628fd5542995703ce8b33_1,hotpotqa_5ae628fd5542995703ce8b33_7","[""Cinnamon sugar"", ""Churro""]",[]
5ab2a1f35542997061209677,The 2017 Los Angeles Chargers season was the first season under which coach that began his professional coaching career with the Denver Broncos in 2000?,Anthony Lynn,bridge,hard,"hotpotqa_5ab2a1f35542997061209677_0,hotpotqa_5ab2a1f35542997061209677_5","[""2017 Los Angeles Chargers season"", ""Anthony Lynn""]",[]
5a84edf65542994c784dda8d,Black Pearl was a South Korean girl group who were known to follow the steps of what Norwegian pop music duo comprising Marit Larsen and Marion Raven?,M2M,bridge,hard,"hotpotqa_5a84edf65542994c784dda8d_5,hotpotqa_5a84edf65542994c784dda8d_4","[""Black Pearl (K-Pop Group)"", ""M2M (band)""]",[]
5a7ae2f2554299042af8f6aa,"Which sport has been played at the BayArena in Leverkusen, Germany, since 1958?",football,bridge,hard,"hotpotqa_5a7ae2f2554299042af8f6aa_9,hotpotqa_5a7ae2f2554299042af8f6aa_4","[""Bayer 04 Leverkusen"", ""BayArena""]",[]
5adbcc085542996e6852523c,What are some foods that may have been served at the Hawaiin Cottage?,"poi, Kalua pig, poke, lomi salmon, opihi, haupia",bridge,hard,"hotpotqa_5adbcc085542996e6852523c_5,hotpotqa_5adbcc085542996e6852523c_9","[""Hawaiian Cottage"", ""Luau""]",[]
5ae127c9554299422ee99612,Fighting Cock is produced in what Kentucky county?,Nelson County,bridge,hard,"hotpotqa_5ae127c9554299422ee99612_5,hotpotqa_5ae127c9554299422ee99612_9","[""Fighting Cock (bourbon)"", ""Bardstown, Kentucky""]",[]
5a7c17c95542990527d5544d,"A guitar player called Noodles is a longtime member of which band, The Smashing Pumpkins or The Offspring?",The Offspring,comparison,hard,"hotpotqa_5a7c17c95542990527d5544d_3,hotpotqa_5a7c17c95542990527d5544d_5","[""The Smashing Pumpkins"", ""The Offspring""]",[]
5ae4d2a55542990ba0bbb161,Giselle Cossard was known as Mother Giselle of what type of diety?,major water deity,bridge,hard,"hotpotqa_5ae4d2a55542990ba0bbb161_5,hotpotqa_5ae4d2a55542990ba0bbb161_6","[""Giselle Cossard"", ""Yemoja""]",[]
5ae200655542994d89d5b2f4,How many students were enrolled in American professional bowler Chris Barnes' high school in the 2010-2011 school year?,"1,840 students",bridge,hard,"hotpotqa_5ae200655542994d89d5b2f4_9,hotpotqa_5ae200655542994d89d5b2f4_5","[""Chris Barnes (bowler)"", ""Topeka High School""]",[]
5a72ba1a5542992359bc318b,"Which song did Eminem and Rihanna collaborate on after their other collaboration song in studio album ""Unapologetic?""",The Monster,bridge,hard,"hotpotqa_5a72ba1a5542992359bc318b_3,hotpotqa_5a72ba1a5542992359bc318b_8","[""The Monster (song)"", ""Numb (Rihanna song)""]",[]
5ae489ab5542995ad6573d62,"Which player, who also played for the New Jersey Nets and the Golden State Warriors, finished third in the league with 231 three-point field goals during the 1995-96 Atlanta Hawks season?",Mookie Blaylock,bridge,hard,"hotpotqa_5ae489ab5542995ad6573d62_3,hotpotqa_5ae489ab5542995ad6573d62_0","[""1995\u201396 Atlanta Hawks season"", ""Mookie Blaylock""]",[]
5a8563c05542997b5ce3fff4,Do Chestnut and Arenga trees both grow in the northern hemisphere?,yes,comparison,hard,"hotpotqa_5a8563c05542997b5ce3fff4_2,hotpotqa_5a8563c05542997b5ce3fff4_1","[""Chestnut"", ""Arenga""]",[]
5ae3b1ba5542992f92d82343,Which university did the third pick by the Philadelphia 76ers in the 2014 NBA draft attend before he was drafted?,University of Kansas,bridge,hard,"hotpotqa_5ae3b1ba5542992f92d82343_2,hotpotqa_5ae3b1ba5542992f92d82343_6","[""2015\u201316 Philadelphia 76ers season"", ""Joel Embiid""]",[]
5ab29426554299545a2cf99f,Calvin Murphy's record of being the shortest NBA player to play in an All-Star Game was tied by a player who was sent to what team in 2017?,Cavaliers,bridge,hard,"hotpotqa_5ab29426554299545a2cf99f_0,hotpotqa_5ab29426554299545a2cf99f_4","[""Calvin Murphy"", ""Isaiah Thomas (basketball)""]",[]
5a8d40715542994ba4e3dc3a,This annual event held in several major cities in Finland is one of many all-night arts festival whose name is given to areas of high latitude in the weeks around what?,the summer solstice,bridge,hard,"hotpotqa_5a8d40715542994ba4e3dc3a_2,hotpotqa_5a8d40715542994ba4e3dc3a_3","[""Night of the Arts"", ""White Night festivals""]",[]
5adfc35755429906c02daa30,Bill Woodfull opened pairing with what cricketer who died in April of 1991?,Bill Ponsford,bridge,hard,"hotpotqa_5adfc35755429906c02daa30_8,hotpotqa_5adfc35755429906c02daa30_4","[""Bill Woodfull"", ""Bill Ponsford""]",[]
5a7f7e3a5542992097ad2f89,"What actor appeared in ""Evening in Byzantium"" and was nominated for the Academy Award for Best Supporting Actor in 1973 for ""The Heartbreak Kid""?",Edward Albert Heimberger,bridge,hard,"hotpotqa_5a7f7e3a5542992097ad2f89_7,hotpotqa_5a7f7e3a5542992097ad2f89_6","[""Evening in Byzantium"", ""Eddie Albert""]",[]
5a86ea445542994775f60780,"When was the female character that on June 9, 2015 was promoted to a series regular first introduced on ""Once Upon a Time""?",the second half of the third season,bridge,hard,"hotpotqa_5a86ea445542994775f60780_5,hotpotqa_5a86ea445542994775f60780_8","[""Once Upon a Time (season 5)"", ""Zelena (Once Upon a Time)""]",[]
5ab56200554299494045ef88,Which Olympic game featured Boules and happened right before medals started to be awarded?,The Summer Olympic Games,bridge,hard,"hotpotqa_5ab56200554299494045ef88_9,hotpotqa_5ab56200554299494045ef88_0","[""Boules at the 1900 Summer Olympics"", ""Summer Olympic Games""]",[]
5ae0380955429925eb1afc2e,Which bi-annual British style magazine did  Tim Walker  regularly shoots for,Love,bridge,hard,"hotpotqa_5ae0380955429925eb1afc2e_8,hotpotqa_5ae0380955429925eb1afc2e_5","[""Tim Walker"", ""Love (magazine)""]",[]
5ab875bd55429916710eb062,Mark Lawrence played for the Dallas Stars and which other NHL team?,New York Islanders,bridge,hard,"hotpotqa_5ab875bd55429916710eb062_8,hotpotqa_5ab875bd55429916710eb062_0","[""Mark Lawrence (ice hockey)"", ""Dallas Stars""]",[]
5abfa0285542990832d3a171,Was Hoobastank or Fountains of Wayne formed first?,Hoobastank,comparison,hard,"hotpotqa_5abfa0285542990832d3a171_2,hotpotqa_5abfa0285542990832d3a171_6","[""Hoobastank"", ""Fountains of Wayne""]",[]
5a7fb23f5542994857a767be,What is the chemical formula of the organic material that clementines have less of than oranges?,CHO,bridge,hard,"hotpotqa_5a7fb23f5542994857a767be_4,hotpotqa_5a7fb23f5542994857a767be_2","[""Clementine"", ""Citric acid""]",[]
5a7a34bf5542994f819ef151,In what NCAA division is the team Michael Beasley played basketball for in college?,Division I,bridge,hard,"hotpotqa_5a7a34bf5542994f819ef151_6,hotpotqa_5a7a34bf5542994f819ef151_1","[""Michael Beasley"", ""Kansas State Wildcats men's basketball""]",[]
5a77a3905542992a6e59df40,The 1997–98 UCLA Bruins men's basketball team lost to what team in the sweet sixteen match?,The 1997–98 Kentucky Wildcats men's basketball team,bridge,hard,"hotpotqa_5a77a3905542992a6e59df40_5,hotpotqa_5a77a3905542992a6e59df40_2","[""1997\u201398 UCLA Bruins men's basketball team"", ""1997\u201398 Kentucky Wildcats men's basketball team""]",[]
5ae3d6bd5542991a06ce9a2b,Which American band from Knoxville Tennessee released the album From Birth to Burial?,10 Years,bridge,hard,"hotpotqa_5ae3d6bd5542991a06ce9a2b_0,hotpotqa_5ae3d6bd5542991a06ce9a2b_2","[""From Birth to Burial"", ""10 Years (band)""]",[]
5a8b98665542995d1e6f1413,What is name of one of the primary holders of Schottenstein Stores Corp which was born in 1954?,Jay Schottenstein,bridge,hard,"hotpotqa_5a8b98665542995d1e6f1413_2,hotpotqa_5a8b98665542995d1e6f1413_9","[""Schottenstein Stores"", ""Jay Schottenstein""]",[]
5a8bbddf5542997f31a41db2,Was Without the King and Italy in a Day directed by the same person?,no,comparison,hard,"hotpotqa_5a8bbddf5542997f31a41db2_5,hotpotqa_5a8bbddf5542997f31a41db2_6","[""Without the King"", ""Italy in a Day""]",[]
5a7e6df35542997cc2c47544,What was the other name of the textile mill on which The Mill was based on?,Styal Mill,bridge,hard,"hotpotqa_5a7e6df35542997cc2c47544_4,hotpotqa_5a7e6df35542997cc2c47544_8","[""The Mill (TV series)"", ""Quarry Bank Mill""]",[]
5ae2fffe55429928c423959c,What political party was the 6th governor of Hawaii that passed bills to help with global warming in Hawaii?,Republican Party.,bridge,hard,"hotpotqa_5ae2fffe55429928c423959c_8,hotpotqa_5ae2fffe55429928c423959c_6","[""Global warming in Hawaii"", ""Linda Lingle""]",[]
5ae721885542996d980e7cba,"Stories USA starred which actor and comedian from ""The Office""?",Steven John Carell,bridge,hard,"hotpotqa_5ae721885542996d980e7cba_4,hotpotqa_5ae721885542996d980e7cba_3","[""Stories USA"", ""Steve Carell""]",[]
5a77ca3955429967ab1052a3,"Which board game is newer, Splendor or Power Grid?",Splendor,comparison,hard,"hotpotqa_5a77ca3955429967ab1052a3_4,hotpotqa_5a77ca3955429967ab1052a3_1","[""Splendor (board game)"", ""Power Grid""]",[]
5ac0d1555542997d64295a5d,"Which actor and film director is from German Jewish descent, Kurt Gerron or Dell Henderson?",Kurt Gerron,comparison,hard,"hotpotqa_5ac0d1555542997d64295a5d_7,hotpotqa_5ac0d1555542997d64295a5d_8","[""Dell Henderson"", ""Kurt Gerron""]",[]
5ae685fd5542996d980e7bda,Which magazine ranked the Indian Carnatic vocalist who collaborated with classical pianist Anil Srinivasan among 35 Game Changers under 35?,India Today,bridge,hard,"hotpotqa_5ae685fd5542996d980e7bda_7,hotpotqa_5ae685fd5542996d980e7bda_4","[""Anil Srinivasan"", ""Sikkil Gurucharan""]",[]
5ae141475542997b2ef7d185,I Like 'em Big and Stupid was a single whose B-side was played on the show of the record collector specializing in what type of music?,novelty songs,bridge,hard,"hotpotqa_5ae141475542997b2ef7d185_4,hotpotqa_5ae141475542997b2ef7d185_1","[""I Like 'em Big and Stupid"", ""Dr. Demento""]",[]
5a862974554299211dda2a95,"Who is older, Jed Hoyer or John William Henry II?",John William Henry II,bridge,hard,"hotpotqa_5a862974554299211dda2a95_7,hotpotqa_5a862974554299211dda2a95_0","[""Jed Hoyer"", ""John W. Henry""]",[]
