idx,question,answer,answer_aliases,answerable,gold_idx,gold_titles,support_para_idxs,hop_count
4hop1__161605_32392_823060_610794,What county is the city that shares a border with the state capital of the state where Darlington County located in?,Richland County,"[""Richland County, South Carolina""]",1,"musique_4hop1__161605_32392_823060_610794_8,musique_4hop1__161605_32392_823060_610794_10,musique_4hop1__161605_32392_823060_610794_11,musique_4hop1__161605_32392_823060_610794_14","[""Forest Acres, South Carolina"", ""WWNQ"", ""Darlington County, South Carolina"", ""Charleston, South Carolina""]","[8, 10, 11, 14]",4
4hop1__130623_32392_823060_610794,What county has a city that is adjacent to the capital city of Erskine College's state?,Richland County,"[""Richland County, South Carolina""]",1,"musique_4hop1__130623_32392_823060_610794_3,musique_4hop1__130623_32392_823060_610794_6,musique_4hop1__130623_32392_823060_610794_9,musique_4hop1__130623_32392_823060_610794_14","[""Forest Acres, South Carolina"", ""Charleston, South Carolina"", ""WWNQ"", ""Erskine College""]","[3, 6, 9, 14]",4
4hop1__13170_32392_823060_610794,In which county is the city sharing a border with the capitol of the first state to formally secede?,Richland County,"[""Richland County, South Carolina""]",1,"musique_4hop1__13170_32392_823060_610794_5,musique_4hop1__13170_32392_823060_610794_12,musique_4hop1__13170_32392_823060_610794_13,musique_4hop1__13170_32392_823060_610794_19","[""Forest Acres, South Carolina"", ""WWNQ"", ""Military history of the United States"", ""Charleston, South Carolina""]","[5, 12, 13, 19]",4
4hop1__129721_32392_823060_610794,What county is the city that shares a border with the state capital of the state where Zubly Cemetery is located in?,Richland County,"[""Richland County, South Carolina""]",1,"musique_4hop1__129721_32392_823060_610794_2,musique_4hop1__129721_32392_823060_610794_4,musique_4hop1__129721_32392_823060_610794_9,musique_4hop1__129721_32392_823060_610794_17","[""WWNQ"", ""Zubly Cemetery"", ""Forest Acres, South Carolina"", ""Charleston, South Carolina""]","[2, 4, 9, 17]",4
4hop1__130508_32392_823060_610794,In which county is the city sharing a border with the capitol of the state where Borough House Plantation is located?,Richland County,"[""Richland County, South Carolina""]",1,"musique_4hop1__130508_32392_823060_610794_4,musique_4hop1__130508_32392_823060_610794_9,musique_4hop1__130508_32392_823060_610794_15,musique_4hop1__130508_32392_823060_610794_16","[""Forest Acres, South Carolina"", ""Borough House Plantation"", ""Charleston, South Carolina"", ""WWNQ""]","[4, 9, 15, 16]",4
4hop1__145087_32392_823060_610794,What county is the city that shares a border with the state capital of the state where Velma Barfield was born located in?,Richland County,"[""Richland County, South Carolina""]",1,"musique_4hop1__145087_32392_823060_610794_5,musique_4hop1__145087_32392_823060_610794_11,musique_4hop1__145087_32392_823060_610794_14,musique_4hop1__145087_32392_823060_610794_17","[""Velma Barfield"", ""WWNQ"", ""Forest Acres, South Carolina"", ""Charleston, South Carolina""]","[5, 11, 14, 17]",4
4hop1__44149_32392_823060_610794,What county is the city that shares a border with the state capital of the state where the RBC Heritage Golf Tournament is played in?,Richland County,"[""Richland County, South Carolina""]",1,"musique_4hop1__44149_32392_823060_610794_0,musique_4hop1__44149_32392_823060_610794_2,musique_4hop1__44149_32392_823060_610794_3,musique_4hop1__44149_32392_823060_610794_10","[""Charleston, South Carolina"", ""WWNQ"", ""RBC Heritage"", ""Forest Acres, South Carolina""]","[0, 2, 3, 10]",4
4hop1__131632_32392_823060_610794,What county contains the city with a radio station that broadcasts to the capital city of the state where the Peace center is located?,Richland County,"[""Richland County, South Carolina""]",1,"musique_4hop1__131632_32392_823060_610794_3,musique_4hop1__131632_32392_823060_610794_5,musique_4hop1__131632_32392_823060_610794_13,musique_4hop1__131632_32392_823060_610794_17","[""Forest Acres, South Carolina"", ""WWNQ"", ""Charleston, South Carolina"", ""Peace Center""]","[3, 5, 13, 17]",4
4hop1__56226_32392_823060_610794,In which county is the city sharing a border with the capitol of the state that won the Battle of Sullivan's Island?,Richland County,"[""Richland County, South Carolina""]",1,"musique_4hop1__56226_32392_823060_610794_3,musique_4hop1__56226_32392_823060_610794_9,musique_4hop1__56226_32392_823060_610794_10,musique_4hop1__56226_32392_823060_610794_16","[""Charleston, South Carolina"", ""Forest Acres, South Carolina"", ""WWNQ"", ""Battle of Sullivan's Island""]","[3, 9, 10, 16]",4
4hop1__89632_32392_823060_610794,Which country contains the city sharing border with the state capital of the US state filming the movie the patriot?,Richland County,"[""Richland County, South Carolina""]",1,"musique_4hop1__89632_32392_823060_610794_1,musique_4hop1__89632_32392_823060_610794_2,musique_4hop1__89632_32392_823060_610794_12,musique_4hop1__89632_32392_823060_610794_13","[""Forest Acres, South Carolina"", ""WWNQ"", ""Charleston, South Carolina"", ""The Patriot (2000 film)""]","[1, 2, 12, 13]",4
4hop1__73810_32392_823060_610794,In what county is located the city that shares a border with the capital of the state that won the 2017 NCAA Basketball Tournament?,Richland County,"[""Richland County, South Carolina""]",1,"musique_4hop1__73810_32392_823060_610794_0,musique_4hop1__73810_32392_823060_610794_4,musique_4hop1__73810_32392_823060_610794_6,musique_4hop1__73810_32392_823060_610794_13","[""2017 NCAA Division I Women's Basketball Tournament"", ""WWNQ"", ""Forest Acres, South Carolina"", ""Charleston, South Carolina""]","[0, 4, 6, 13]",4
4hop1__37608_32392_823060_610794,Which county has the location that shares a border with the city that became the state capital of where Representative Thomas Tucker was from?,Richland County,"[""Richland County, South Carolina""]",1,"musique_4hop1__37608_32392_823060_610794_1,musique_4hop1__37608_32392_823060_610794_13,musique_4hop1__37608_32392_823060_610794_14,musique_4hop1__37608_32392_823060_610794_19","[""Separation of church and state in the United States"", ""Forest Acres, South Carolina"", ""Charleston, South Carolina"", ""WWNQ""]","[1, 13, 14, 19]",4
4hop1__777217_32392_823060_610794,What county is the city that shares a border with the state capital of the state where Andrew Deveaux was born located in?,Richland County,"[""Richland County, South Carolina""]",1,"musique_4hop1__777217_32392_823060_610794_1,musique_4hop1__777217_32392_823060_610794_5,musique_4hop1__777217_32392_823060_610794_12,musique_4hop1__777217_32392_823060_610794_18","[""Forest Acres, South Carolina"", ""Charleston, South Carolina"", ""Andrew Deveaux"", ""WWNQ""]","[1, 5, 12, 18]",4
4hop1__429751_32392_823060_610794,What county is the city that shares a border with the state capital of the state where Purrysburg is located?,Richland County,"[""Richland County, South Carolina""]",1,"musique_4hop1__429751_32392_823060_610794_1,musique_4hop1__429751_32392_823060_610794_11,musique_4hop1__429751_32392_823060_610794_12,musique_4hop1__429751_32392_823060_610794_18","[""Charleston, South Carolina"", ""Forest Acres, South Carolina"", ""WWNQ"", ""Purrysburg, South Carolina""]","[1, 11, 12, 18]",4
4hop1__788226_32392_823060_610794,The capital of the state where Mary Boykin Chesnut lived borders a city within which county?,Richland County,"[""Richland County, South Carolina""]",1,"musique_4hop1__788226_32392_823060_610794_1,musique_4hop1__788226_32392_823060_610794_3,musique_4hop1__788226_32392_823060_610794_18,musique_4hop1__788226_32392_823060_610794_19","[""Charleston, South Carolina"", ""Forest Acres, South Carolina"", ""WWNQ"", ""Mary Chesnut's Civil War""]","[1, 3, 18, 19]",4
4hop1__408432_32392_823060_610794,In which county is the city sharing a border with the capitol of the state where WYFG is located?,Richland County,"[""Richland County, South Carolina""]",1,"musique_4hop1__408432_32392_823060_610794_2,musique_4hop1__408432_32392_823060_610794_6,musique_4hop1__408432_32392_823060_610794_13,musique_4hop1__408432_32392_823060_610794_19","[""WYFG"", ""WWNQ"", ""Forest Acres, South Carolina"", ""Charleston, South Carolina""]","[2, 6, 13, 19]",4
4hop1__444892_32392_823060_610794,In what county is the city that shares a border with the capital of the state where Levi Casey was born?,Richland County,"[""Richland County, South Carolina""]",1,"musique_4hop1__444892_32392_823060_610794_2,musique_4hop1__444892_32392_823060_610794_9,musique_4hop1__444892_32392_823060_610794_13,musique_4hop1__444892_32392_823060_610794_15","[""Forest Acres, South Carolina"", ""WWNQ"", ""Levi Casey (politician)"", ""Charleston, South Carolina""]","[2, 9, 13, 15]",4
4hop1__433767_32392_823060_610794,In what county is located the city that shares a border with the capital of the state where Mike Dow was born?,Richland County,"[""Richland County, South Carolina""]",1,"musique_4hop1__433767_32392_823060_610794_3,musique_4hop1__433767_32392_823060_610794_8,musique_4hop1__433767_32392_823060_610794_14,musique_4hop1__433767_32392_823060_610794_18","[""Forest Acres, South Carolina"", ""Charleston, South Carolina"", ""WWNQ"", ""Mike Dow""]","[3, 8, 14, 18]",4
4hop1__819901_32392_823060_610794,In which county is the city sharing a border with the capitol of the state where Johnson Hagood died?,Richland County,"[""Richland County, South Carolina""]",1,"musique_4hop1__819901_32392_823060_610794_9,musique_4hop1__819901_32392_823060_610794_11,musique_4hop1__819901_32392_823060_610794_13,musique_4hop1__819901_32392_823060_610794_18","[""WWNQ"", ""John Doby Kennedy"", ""Charleston, South Carolina"", ""Forest Acres, South Carolina""]","[9, 11, 13, 18]",4
4hop3__129682_29339_508306_70744,Who won more national championships between the university that contains Fort Hill and the university of the state where Edwards won the primary besides the state where WSFN is located?,University of South Carolina,"[""USC"", ""SC""]",1,"musique_4hop3__129682_29339_508306_70744_3,musique_4hop3__129682_29339_508306_70744_4,musique_4hop3__129682_29339_508306_70744_8,musique_4hop3__129682_29339_508306_70744_12","[""2004 United States presidential election"", ""Fort Hill (Clemson, South Carolina)"", ""WSFN"", ""Clemson\u2013South Carolina rivalry""]","[3, 4, 8, 12]",4
4hop3__130404_29339_508306_70744,"Who has more national championships, the university where Fort Hill is, or the university in the state where Edwards won the primary, along with winning in the state containing WDXQ?",University of South Carolina,"[""USC"", ""SC""]",1,"musique_4hop3__130404_29339_508306_70744_0,musique_4hop3__130404_29339_508306_70744_2,musique_4hop3__130404_29339_508306_70744_10,musique_4hop3__130404_29339_508306_70744_11","[""WDXQ"", ""Fort Hill (Clemson, South Carolina)"", ""Clemson\u2013South Carolina rivalry"", ""2004 United States presidential election""]","[0, 2, 10, 11]",4
4hop3__129456_29339_508306_70744,Between the state university in the state without North Point Mall and where Edwards won the primary and the university in Fort Hill's town which has the more national championships?,University of South Carolina,"[""SC""]",1,"musique_4hop3__129456_29339_508306_70744_8,musique_4hop3__129456_29339_508306_70744_9,musique_4hop3__129456_29339_508306_70744_11,musique_4hop3__129456_29339_508306_70744_17","[""Fort Hill (Clemson, South Carolina)"", ""2004 United States presidential election"", ""North Point Mall"", ""Clemson\u2013South Carolina rivalry""]","[8, 9, 11, 17]",4
4hop3__39836_29339_508306_70744,Who won more national championships between the university featuring Fort Hill and the university of the state where Edwards won the primary besides the state where the Richmond Braves moved?,University of South Carolina,"[""SC""]",1,"musique_4hop3__39836_29339_508306_70744_0,musique_4hop3__39836_29339_508306_70744_7,musique_4hop3__39836_29339_508306_70744_8,musique_4hop3__39836_29339_508306_70744_10","[""Richmond, Virginia"", ""Fort Hill (Clemson, South Carolina)"", ""Clemson\u2013South Carolina rivalry"", ""2004 United States presidential election""]","[0, 7, 8, 10]",4
4hop3__131820_29339_508306_70744,"Which university has more national championships, university of the state having Fort Hill or university of the state whose primary was won by Edwards besides the state having WEKL?",University of South Carolina,"[""USC"", ""SC""]",1,"musique_4hop3__131820_29339_508306_70744_4,musique_4hop3__131820_29339_508306_70744_8,musique_4hop3__131820_29339_508306_70744_9,musique_4hop3__131820_29339_508306_70744_11","[""Fort Hill (Clemson, South Carolina)"", ""2004 United States presidential election"", ""WEKL"", ""Clemson\u2013South Carolina rivalry""]","[4, 8, 9, 11]",4
4hop3__131775_29339_508306_70744,"Which has more national championships, university of the state having Fort Hill or university of the state whose primary was won by Edwards besides the state having Ted Wright Stadium?",University of South Carolina,"[""USC"", ""SC""]",1,"musique_4hop3__131775_29339_508306_70744_0,musique_4hop3__131775_29339_508306_70744_3,musique_4hop3__131775_29339_508306_70744_10,musique_4hop3__131775_29339_508306_70744_17","[""Fort Hill (Clemson, South Carolina)"", ""Ted Wright Stadium"", ""2004 United States presidential election"", ""Clemson\u2013South Carolina rivalry""]","[0, 3, 10, 17]",4
4hop3__129754_29339_508306_70744,"Who has more national championships than the school with Fort Hill or the facility in the location Edwards won the primary, but not the state with the 404 area code?",University of South Carolina,"[""USC"", ""SC""]",1,"musique_4hop3__129754_29339_508306_70744_0,musique_4hop3__129754_29339_508306_70744_1,musique_4hop3__129754_29339_508306_70744_5,musique_4hop3__129754_29339_508306_70744_12","[""Area code 404"", ""Fort Hill (Clemson, South Carolina)"", ""Clemson\u2013South Carolina rivalry"", ""2004 United States presidential election""]","[0, 1, 5, 12]",4
4hop3__31333_29339_508306_70744,Edwards won the primary in a state excluding the state that sent the most tourists in to Tennessee in 2013. Who has the most national championships between that state's university and Fort Hill's city's university?,University of South Carolina,"[""SC""]",1,"musique_4hop3__31333_29339_508306_70744_5,musique_4hop3__31333_29339_508306_70744_6,musique_4hop3__31333_29339_508306_70744_8,musique_4hop3__31333_29339_508306_70744_18","[""Tennessee"", ""Fort Hill (Clemson, South Carolina)"", ""2004 United States presidential election"", ""Clemson\u2013South Carolina rivalry""]","[5, 6, 8, 18]",4
4hop3__130276_29339_508306_70744,Who won more national championships between the university featuring Fort Hill and the university of the state where Edwards won the primary besides the state containing Redan High School?,University of South Carolina,"[""SC""]",1,"musique_4hop3__130276_29339_508306_70744_1,musique_4hop3__130276_29339_508306_70744_6,musique_4hop3__130276_29339_508306_70744_12,musique_4hop3__130276_29339_508306_70744_18","[""Redan High School"", ""Clemson\u2013South Carolina rivalry"", ""2004 United States presidential election"", ""Fort Hill (Clemson, South Carolina)""]","[1, 6, 12, 18]",4
4hop3__129318_29339_508306_70744,University of the state having Fort Hill or university of the state whose primary was won by Edwards besides the state having James B. Simmons House has more national championships?,University of South Carolina,"[""SCar"", ""USC"", ""SC""]",1,"musique_4hop3__129318_29339_508306_70744_2,musique_4hop3__129318_29339_508306_70744_5,musique_4hop3__129318_29339_508306_70744_6,musique_4hop3__129318_29339_508306_70744_15","[""Clemson\u2013South Carolina rivalry"", ""Fort Hill (Clemson, South Carolina)"", ""James B. Simmons House"", ""2004 United States presidential election""]","[2, 5, 6, 15]",4
4hop3__15567_29339_508306_70744,Edwards won a primary in a state excluding the state where a jury sentenced Demarcus Sears to death. Who has more national championships between that state's university and Fort Hill's city's university?,University of South Carolina,"[""SC""]",1,"musique_4hop3__15567_29339_508306_70744_4,musique_4hop3__15567_29339_508306_70744_10,musique_4hop3__15567_29339_508306_70744_13,musique_4hop3__15567_29339_508306_70744_16","[""Capital punishment in the United States"", ""Fort Hill (Clemson, South Carolina)"", ""Clemson\u2013South Carolina rivalry"", ""2004 United States presidential election""]","[4, 10, 13, 16]",4
4hop1__131113_59747_211319_557671,Which county shares a border with the county where the most populous city in the state where Washington State Prison can be found is located?,Presque Isle County,[],1,"musique_4hop1__131113_59747_211319_557671_3,musique_4hop1__131113_59747_211319_557671_12,musique_4hop1__131113_59747_211319_557671_13,musique_4hop1__131113_59747_211319_557671_18","[""Sno*Drift"", ""List of municipalities in Georgia (U.S. state)"", ""Washington State Prison"", ""Alpena Power Company""]","[3, 12, 13, 18]",4
4hop1__130404_59747_211319_557671,Which county shares a border with the county where the most populous city in the state where WDXQ can be found is located?,Presque Isle County,[],1,"musique_4hop1__130404_59747_211319_557671_1,musique_4hop1__130404_59747_211319_557671_2,musique_4hop1__130404_59747_211319_557671_9,musique_4hop1__130404_59747_211319_557671_10","[""WDXQ"", ""Sno*Drift"", ""List of municipalities in Georgia (U.S. state)"", ""Alpena Power Company""]","[1, 2, 9, 10]",4
4hop3__152056_698586_57596_54362,Who burned down the city where Dunn Dunn's artist died in the war during which income tax started?,Confederate Gen. John Bell Hood,[],1,"musique_4hop3__152056_698586_57596_54362_2,musique_4hop3__152056_698586_57596_54362_5,musique_4hop3__152056_698586_57596_54362_10,musique_4hop3__152056_698586_57596_54362_18","[""History of taxation in the United States"", ""Atlanta in the American Civil War"", ""Dunn Dunn"", ""Shawty Lo discography""]","[2, 5, 10, 18]",4
4hop1__71715_59747_211319_557671,Which county shares a border with the county where the most populous city in the state where the Dukes of Hazzard took place is located?,Presque Isle County,[],1,"musique_4hop1__71715_59747_211319_557671_0,musique_4hop1__71715_59747_211319_557671_2,musique_4hop1__71715_59747_211319_557671_15,musique_4hop1__71715_59747_211319_557671_17","[""Sno*Drift"", ""List of municipalities in Georgia (U.S. state)"", ""The Dukes of Hazzard"", ""Alpena Power Company""]","[0, 2, 15, 17]",4
4hop3__152056_698586_89595_54362,Who burned down the city where Dunn Dunn's recording artist died during the conflict after which the historical time period of A Rose for Emily occurred?,Confederate Gen. John Bell Hood,[],1,"musique_4hop3__152056_698586_89595_54362_12,musique_4hop3__152056_698586_89595_54362_15,musique_4hop3__152056_698586_89595_54362_17,musique_4hop3__152056_698586_89595_54362_19","[""Dunn Dunn"", ""Shawty Lo discography"", ""A Rose for Emily"", ""Atlanta in the American Civil War""]","[12, 15, 17, 19]",4
4hop1__60000_59747_211319_557671,What county borders the county with the largest city in the state where Birth of a Nation was filmed?,Presque Isle County,[],1,"musique_4hop1__60000_59747_211319_557671_5,musique_4hop1__60000_59747_211319_557671_10,musique_4hop1__60000_59747_211319_557671_13,musique_4hop1__60000_59747_211319_557671_19","[""Sno*Drift"", ""The Birth of a Nation (2016 film)"", ""List of municipalities in Georgia (U.S. state)"", ""Alpena Power Company""]","[5, 10, 13, 19]",4
4hop1__93661_59747_211319_557671,Which county shares a border with the county where the most populous city in the state where season 8 of The Walking Dead was filmed is located?,Presque Isle County,[],1,"musique_4hop1__93661_59747_211319_557671_0,musique_4hop1__93661_59747_211319_557671_14,musique_4hop1__93661_59747_211319_557671_18,musique_4hop1__93661_59747_211319_557671_19","[""Alpena Power Company"", ""The Walking Dead (TV series)"", ""Sno*Drift"", ""List of municipalities in Georgia (U.S. state)""]","[0, 14, 18, 19]",4
4hop3__152056_698586_91248_54362,Who burned down the city where Dunn Dunn's artist died in the war after which the government got involved in healthcare?,Confederate Gen. John Bell Hood,[],1,"musique_4hop3__152056_698586_91248_54362_4,musique_4hop3__152056_698586_91248_54362_12,musique_4hop3__152056_698586_91248_54362_16,musique_4hop3__152056_698586_91248_54362_17","[""Shawty Lo discography"", ""Atlanta in the American Civil War"", ""Dunn Dunn"", ""History of health care reform in the United States""]","[4, 12, 16, 17]",4
4hop1__129682_59747_211319_557671,Which county shares a border with the county where the most populous city in the state where WSFN can be found is located?,Presque Isle County,[],1,"musique_4hop1__129682_59747_211319_557671_3,musique_4hop1__129682_59747_211319_557671_4,musique_4hop1__129682_59747_211319_557671_10,musique_4hop1__129682_59747_211319_557671_13","[""Sno*Drift"", ""List of municipalities in Georgia (U.S. state)"", ""WSFN"", ""Alpena Power Company""]","[3, 4, 10, 13]",4
4hop1__131820_59747_211319_557671,Which county shares a border with the county where the most populous city in the state where WEKL operates is located?,Presque Isle County,[],1,"musique_4hop1__131820_59747_211319_557671_7,musique_4hop1__131820_59747_211319_557671_11,musique_4hop1__131820_59747_211319_557671_15,musique_4hop1__131820_59747_211319_557671_17","[""Alpena Power Company"", ""WEKL"", ""List of municipalities in Georgia (U.S. state)"", ""Sno*Drift""]","[7, 11, 15, 17]",4
4hop1__31333_59747_211319_557671,Which county shares a border with the county where the most populous city in the other state that sent Tennessee the most tourists in 2013 is located?,Presque Isle County,[],1,"musique_4hop1__31333_59747_211319_557671_0,musique_4hop1__31333_59747_211319_557671_4,musique_4hop1__31333_59747_211319_557671_6,musique_4hop1__31333_59747_211319_557671_8","[""Alpena Power Company"", ""Tennessee"", ""Sno*Drift"", ""List of municipalities in Georgia (U.S. state)""]","[0, 4, 6, 8]",4
4hop1__130276_59747_211319_557671,Which county shares a border with the county where the most populous city in the state where Redan High School is located?,Presque Isle County,[],1,"musique_4hop1__130276_59747_211319_557671_0,musique_4hop1__130276_59747_211319_557671_5,musique_4hop1__130276_59747_211319_557671_11,musique_4hop1__130276_59747_211319_557671_16","[""Alpena Power Company"", ""List of municipalities in Georgia (U.S. state)"", ""Redan High School"", ""Sno*Drift""]","[0, 5, 11, 16]",4
4hop1__15607_59747_211319_557671,Which county shares a border with the county where the most populous city in the state where armed robbery is a capital crime is located?,Presque Isle County,[],1,"musique_4hop1__15607_59747_211319_557671_5,musique_4hop1__15607_59747_211319_557671_6,musique_4hop1__15607_59747_211319_557671_15,musique_4hop1__15607_59747_211319_557671_18","[""Capital punishment in the United States"", ""List of municipalities in Georgia (U.S. state)"", ""Alpena Power Company"", ""Sno*Drift""]","[5, 6, 15, 18]",4
4hop1__15567_59747_211319_557671,Which county shares a border with the county where the most populous city in the state that sentenced Demarcus Sears to death is located?,Presque Isle County,[],1,"musique_4hop1__15567_59747_211319_557671_3,musique_4hop1__15567_59747_211319_557671_7,musique_4hop1__15567_59747_211319_557671_12,musique_4hop1__15567_59747_211319_557671_14","[""Sno*Drift"", ""List of municipalities in Georgia (U.S. state)"", ""Alpena Power Company"", ""Capital punishment in the United States""]","[3, 7, 12, 14]",4
4hop3__661103_698586_89595_54362,Who burned down the city where Dunn Dunn's recording artist died during the conflict after which occurred the historical period of A Rose for Emily?,Confederate Gen. John Bell Hood,[],1,"musique_4hop3__661103_698586_89595_54362_5,musique_4hop3__661103_698586_89595_54362_6,musique_4hop3__661103_698586_89595_54362_8,musique_4hop3__661103_698586_89595_54362_12","[""Dunn Dunn"", ""Atlanta in the American Civil War"", ""A Rose for Emily"", ""Shawty Lo discography""]","[5, 6, 8, 12]",4
4hop3__661103_698586_57596_54362,"Who burned down the city where the artist who recorded Dunn Dunn died, during the war that saw the introduction of income tax in the U.S.?",Confederate Gen. John Bell Hood,[],1,"musique_4hop3__661103_698586_57596_54362_5,musique_4hop3__661103_698586_57596_54362_9,musique_4hop3__661103_698586_57596_54362_13,musique_4hop3__661103_698586_57596_54362_18","[""Dunn Dunn"", ""Shawty Lo discography"", ""Atlanta in the American Civil War"", ""History of taxation in the United States""]","[5, 9, 13, 18]",4
4hop3__661103_698586_91248_54362,Who burned down the city where Dunn Dunn's recording artist died during the conflict after which the government got involved in healthcare?,Confederate Gen. John Bell Hood,[],1,"musique_4hop3__661103_698586_91248_54362_9,musique_4hop3__661103_698586_91248_54362_10,musique_4hop3__661103_698586_91248_54362_11,musique_4hop3__661103_698586_91248_54362_15","[""Atlanta in the American Civil War"", ""Dunn Dunn"", ""History of health care reform in the United States"", ""Shawty Lo discography""]","[9, 10, 11, 15]",4
4hop3__160230_470287_128875_72134,When did the town WLUJ is licensed in become capitol of the state in which a statue of a Latin mother goddess is located?,1839,[],1,"musique_4hop3__160230_470287_128875_72134_10,musique_4hop3__160230_470287_128875_72134_11,musique_4hop3__160230_470287_128875_72134_12,musique_4hop3__160230_470287_128875_72134_13","[""Alma Mater (Illinois sculpture)"", ""WLUJ"", ""Springfield, Illinois"", ""Alma mater""]","[10, 11, 12, 13]",4
4hop1__152146_5274_458768_33677,When was the most recent Bicycle Friendly Community Award given to the city where the headquarters of the only group larger than Långa nätter's record label is located?,2013,[],1,"musique_4hop1__152146_5274_458768_33677_4,musique_4hop1__152146_5274_458768_33677_5,musique_4hop1__152146_5274_458768_33677_14,musique_4hop1__152146_5274_458768_33677_16","[""Sony Music"", ""L\u00e5nga n\u00e4tter"", ""The Right Stuff Records"", ""Santa Monica, California""]","[4, 5, 14, 16]",4
4hop1__151650_5274_458768_33677,When was the most recent Bicycle Friendly Community Award given to the city where the only group larger than the record label of Desde El Principio is headquartered?,2013,[],1,"musique_4hop1__151650_5274_458768_33677_3,musique_4hop1__151650_5274_458768_33677_8,musique_4hop1__151650_5274_458768_33677_10,musique_4hop1__151650_5274_458768_33677_13","[""Desde El Principio"", ""Sony Music"", ""Santa Monica, California"", ""The Right Stuff Records""]","[3, 8, 10, 13]",4
4hop1__152562_5274_458768_33677,Vilaiyaadu Mankatha's record label has just one company that is larger than it. When was the most recent Bicycle Friendly Community award given to the city where the headquarters of that larger company lies?,2013,[],1,"musique_4hop1__152562_5274_458768_33677_5,musique_4hop1__152562_5274_458768_33677_11,musique_4hop1__152562_5274_458768_33677_14,musique_4hop1__152562_5274_458768_33677_16","[""Sony Music"", ""Santa Monica, California"", ""Vilaiyaadu Mankatha"", ""The Right Stuff Records""]","[5, 11, 14, 16]",4
4hop3__524186_219173_128875_72134,When did the town WLUJ is licensed in become the capital of the state where The Poor Boob's screenwriter was born?,1839,[],1,"musique_4hop3__524186_219173_128875_72134_5,musique_4hop3__524186_219173_128875_72134_9,musique_4hop3__524186_219173_128875_72134_11,musique_4hop3__524186_219173_128875_72134_18","[""Margaret Mayo (playwright)"", ""WLUJ"", ""Springfield, Illinois"", ""The Poor Boob""]","[5, 9, 11, 18]",4
4hop1__3496_5274_458768_33677,When was the most recent Bicycle Friendly Community Award given to the city where the headquarters of the only group larger than the company BMG partnered with in 2005-07?,2013,[],1,"musique_4hop1__3496_5274_458768_33677_2,musique_4hop1__3496_5274_458768_33677_4,musique_4hop1__3496_5274_458768_33677_13,musique_4hop1__3496_5274_458768_33677_18","[""American Idol"", ""Santa Monica, California"", ""The Right Stuff Records"", ""Sony Music""]","[2, 4, 13, 18]",4
4hop3__160230_470287_862998_72134,When did the city where Hillcrest High School is located become capitol of the state in which a statue of a Latin mother goddess is located?,1839,[],1,"musique_4hop3__160230_470287_862998_72134_4,musique_4hop3__160230_470287_862998_72134_16,musique_4hop3__160230_470287_862998_72134_17,musique_4hop3__160230_470287_862998_72134_18","[""Alma mater"", ""Hillcrest High School (Springfield, Missouri)"", ""Alma Mater (Illinois sculpture)"", ""Springfield, Illinois""]","[4, 16, 17, 18]",4
4hop1__151903_5274_458768_33677,When was the most recent BFC award given to the city where the only record music group larger than the recording label for The Lost Trident Sessions is located?,2013,[],1,"musique_4hop1__151903_5274_458768_33677_5,musique_4hop1__151903_5274_458768_33677_11,musique_4hop1__151903_5274_458768_33677_15,musique_4hop1__151903_5274_458768_33677_18","[""The Lost Trident Sessions"", ""Santa Monica, California"", ""Sony Music"", ""The Right Stuff Records""]","[5, 11, 15, 18]",4
4hop3__160230_470287_345497_72134,When did the death city of Taito Kantonen become the capital of the US state having the statue being the title of the various Latin Mother goddess?,1839,[],1,"musique_4hop3__160230_470287_345497_72134_1,musique_4hop3__160230_470287_345497_72134_8,musique_4hop3__160230_470287_345497_72134_17,musique_4hop3__160230_470287_345497_72134_19","[""Alma mater"", ""Alma Mater (Illinois sculpture)"", ""Springfield, Illinois"", ""Taito Kantonen""]","[1, 8, 17, 19]",4
4hop3__193820_466199_128875_72134,When did the town WLUJ is licensed in become capitol of the state where Brantley York was born?,1839,[],1,"musique_4hop3__193820_466199_128875_72134_1,musique_4hop3__193820_466199_128875_72134_3,musique_4hop3__193820_466199_128875_72134_7,musique_4hop3__193820_466199_128875_72134_8","[""Randolph County, Illinois"", ""Brantley York"", ""WLUJ"", ""Springfield, Illinois""]","[1, 3, 7, 8]",4
4hop1__567737_141375_458768_33677,When was the most recent Bicycle Friendly Community Award given to the city where the company Study in Brown's record label is part of is headquartered?,2013,[],1,"musique_4hop1__567737_141375_458768_33677_1,musique_4hop1__567737_141375_458768_33677_5,musique_4hop1__567737_141375_458768_33677_8,musique_4hop1__567737_141375_458768_33677_11","[""EmArcy Records"", ""Santa Monica, California"", ""Study in Brown"", ""The Right Stuff Records""]","[1, 5, 8, 11]",4
4hop3__524186_219173_638950_72134,When did the city where Greenwood Laboratory School is located become capitol of the state where the screenwriter of The Poor Boob was born?,1839,[],1,"musique_4hop3__524186_219173_638950_72134_10,musique_4hop3__524186_219173_638950_72134_12,musique_4hop3__524186_219173_638950_72134_14,musique_4hop3__524186_219173_638950_72134_16","[""Greenwood Laboratory School"", ""Margaret Mayo (playwright)"", ""The Poor Boob"", ""Springfield, Illinois""]","[10, 12, 14, 16]",4
